id,type,plusAvailable,creationTime,replyCount,usefulVoteCount,score,content
14038030987,phone,0,2020-04-15 18:49:56,0,0,5,外形外观：好看！仙女紫色真的很可，还配了超可爱的手机壳，真的爱了屏幕音效：顺滑，给屏幕贴了钢化膜也不影响反应速度，音效也很好，试用applemusic三个月也真的不错，每天听几个小时也不掉多少电拍照效果：很清晰，人像虚化功能也不错运行速度：挺快的待机时间：充一次用一天多点儿吧
14072271128,phone,201,2020-04-24 11:27:06,0,0,5,外形外观：漂亮无边框智能手机（手动滑稽）屏幕音效：屏幕在同类屏幕算很好了，音效舒服拍照效果：夜晚拍照也杠杠的运行速度：不多说了，和旗舰机pro没什么不同待机时间：嗷嗷叫其他特色：iOS。thatsall
14077464296,phone,201,2020-04-25 17:21:55,0,0,5,给媳妇买的生日礼物，最后选择了亮丽的黄色外形外观：很棒，这个尺寸媳妇手拿着正好，买了透明的保护壳拍照效果：拍照功能也很强大运行速度：运行速度很快，没有home键，操作非常方便待机时间：待机时间很长，电池有一点点电能用好久好久其他特色：感觉非常棒，最重要的是媳妇很满意很开心?
13966058070,phone,101,2020-03-28 01:28:19,1,0,5,外形外观：漂亮，新颖的设计，跟以前的苹果产品完全不是一个概念屏幕音效：屏幕显示效果好，以前还担心lcd屏幕效果会不太好，上手后才发现我的担心多余了，显示效果真心不错，音效也超级棒，非常立体，身临其境拍照效果：拍照效果非常好，夜拍很6运行速度：运行简直太流畅了，没有丝毫卡顿情况待机时间：我平时轻度使用，充一次电能用两天其他特色：面部解锁貌似会自动学习，戴口罩使用几天后再戴着口罩也能解锁了
14081433206,phone,201,2020-04-26 17:15:50,0,0,5,苹果11的外观还是很不错的，从5s开始一直用苹果的手机，很喜欢苹果的iso系统，一直主要用的手机都是苹果，华为一直是备用机，拍照效果也很不错，运行速度快，待机时间长，希望这台苹果能用得久，美中不足是手机现在越来越重了！
14051022796,phone,103,2020-04-19 01:19:17,0,0,5,外形外观：非常好屏幕音效：也不错拍照效果：真实，清晰运行速度：蛮快待机时间：也行其他特色：都不错，习惯好评
14062652658,phone,203,2020-04-21 20:38:06,0,0,5,京东自营物流送货就是快，当天就送到了！包装是完好的，用了几天才来评论，配送人员服务很到位，真正的送货上门，京东客服态度也很好，有问必答，再来说说手机，紫色真的很漂亮，买回来送给媳妇的，她一直很喜欢紫色，这款手机正适合她！她特别开心，说运行速度也很快，很愉快的一次购物！
14058126417,phone,103,2020-04-20 18:54:01,0,0,5,屏幕音效：很好，显示的很棒拍照效果：摄像头追求完美，其他特色：颜色很喜欢运行速度：很流畅，一直很支持外形外观：女朋友很喜欢啊哈哈待机时间：目前不知道，
14042290995,phone,201,2020-04-16 20:29:10,0,0,5,华为转苹果，之前也一直是苹果党。11自己够用了，为了12过渡一下，配上快充也不错，大黑边用几天也习惯了！性价比确实高，嗯，真香！
14064355169,phone,103,2020-04-22 11:02:25,0,0,5,帮弟弟买的，物流很快，上午下单下午就到了，样子很漂亮，屏幕也很大，轻薄，总之弟弟很喜欢～
14079380106,phone,103,2020-04-26 08:46:12,1,1,5,物流很给力，速度很快，晚上11点下单第二天的中午就送到了，唯一不好的地方就是包装上的灰尘比较多，手机还不错，运行的速度很快，拍照比x好很多，总体来讲还算满意
14079444691,phone,103,2020-04-26 09:04:44,0,0,5,苹果7用了几年了，一直想换个手机。在华为P40和苹果XR，苹果11之间纠结了好久。在关注几天，且实体店找不到256G的机器下。来京东看了一下，发现了有货且有打折。果断下手！当天到手，手感无限好，系统流畅。重颠颠的感觉真好。几天后也渐渐习惯了。
14061181333,phone,101,2020-04-21 14:31:42,0,0,5,到手后发现尺寸还是比较大的对我这种手小的人来说，电池续航能力挺好的，拍照也很清晰
14044573917,phone,103,2020-04-17 13:24:08,0,0,5,外形外观：外观没有问题，屏幕音效：音效没有问题拍照效果：拍照效果不错，发货速度很快，目前没有出现问题，当天买，第二天就到了，送给弟弟的生日礼物，及时到达了，目前使用都没有问题，挺满意的，有问题会来追加评论的，在京东买很多产品了，目前都没问题
14068885025,phone,0,2020-04-23 13:27:44,0,0,5,宝贝收到了，很不错，包装完好，态度很好?，这次已经是已经两次购买的了，感觉很好，快递很给力，头一天拍下，第二天就送到了，很快的，也很喜欢在京东购买商品，服务态度很好，送货也很及时，个人感受很不错，喜欢的朋友们可以赶紧入手，现在价格也很合适，赶紧入手吧，加油，加油
14073473604,phone,203,2020-04-24 16:42:51,0,0,5,外形外观：大方，简洁屏幕音效：色彩一如既往的好拍照效果：效果清晰很多运行速度：256的，速度当然快待机时间：一天差不多，看你怎么用
14054586259,phone,201,2020-04-19 21:30:28,2,1,5,京东物流还是很赞的，上午下单下午就到了，还送了酒精消毒片，疫情期间方便手机消毒很赞很好，外观外形小巧拿着方便，屏幕音效很赞，拍摄效果很清晰，像素很高。运行速度也是特别快的。昨天晚上充满的点，玩到现在还有电，很是不错了。
14072079871,phone,201,2020-04-24 10:41:51,0,0,5,全新原装正品国行。原装屏幕显示愿力非常细腻，面容识别很快，触屏灵敏，iPhone新机采用了玻璃材质，拿在手里的感觉还是非常棒的，如果没有测量工具手机，也可以当测量工具使用。不过后面的摄像头是凸出来的，如果打算入手的小伙伴们最好配合手机可使用。
14050744672,phone,201,2020-04-18 22:53:13,0,0,5,外形外观：非常满意屏幕音效：非常好拍照效果：非常好运行速度：非常快待机时间：非常久其他特色：多的很苹果手机确实好用，而且价格也便宜，不用iPhone用什么，安卓都六七千了，还要什么自行车?，香
13755060850,phone,201,2020-01-25 18:06:04,0,1,5,我上次使用的苹果还是6P，后来电池坏了，就改用安卓机。但是用久了感觉还是苹果好用，遂看好今年的11，感觉是这几届里头性价比最高的了，果断在做活动时候买了。京东送货非常快，第二天就到，拿到后看到这个紫色还是惊艳到我，实际要比网上好看些，系统上手很快，拍照夜间相当给力，双卡也符合国人需求，待机也长了不少。基本能用一天。双扬声器，看杜比电影效果非常出色，身临其林的感觉，先到这，后续再评&hellip;
14024661429,phone,201,2020-04-12 11:00:15,0,2,5,iphone11128g版，紫色的很好看，简单使用了下速度还是很快的，包装上有jd的封口标，拆封会破损，还是对于有无拆封或损毁有控制，手机整体使用还是很顺手的，不管是速度还是软件还是大小，整体感觉非常好。
14071887550,phone,201,2020-04-24 09:55:01,0,1,5,给自己买的苹果11，选了紫色，淡淡的很雅致。原来的苹果6买的64g的，整天报容量不足，这次果断买了256g，对于爱给孩子拍照的我特别合适，照片效果很不错，色彩也好。关键对于多年的果粉，特别喜欢苹果的操作系统，还会继续支持苹果，支持京东自营。
14059528592,phone,201,2020-04-21 07:23:11,0,0,5,确实不错，电池比较耐用，屏幕也大，拿着得劲。随时用随时冲！信号还可以！感觉不错的手机比较信赖苹果从4s开始用，真的很不错！当过度机使用真的是绝妙的配合！而且拍照也算可以，适合拍段视频然后自己编辑做一些段子！
14060477443,phone,201,2020-04-21 11:40:48,0,1,5,手机到手已经好久了，现在才想起来评论，之前一直是华为苹果轮着用，总体感觉各方面都还可以，我主要是用来打游戏的，基本很流畅。然后手感的话感觉比华为的要重一点，没有那么轻。其他方面都还好，外观也很漂亮。值得购买
14055010606,phone,201,2020-04-19 23:35:34,0,1,5,紫色的iphone实在太好看啦，完全是冲着这个颜色买的，之前用的xr，主要是摄像头更新了，可以广角拍摄，而已还有夜间模式了，前置摄像头好像也更清晰了，说到底还是冲手机颜值买的哈哈哈，虽然马上要出12了，还是香了
14072542709,phone,201,2020-04-24 12:36:32,0,0,5,外形外观：好看，绿色，手感很棒摸起来非常舒服，后面是玻璃材质的好像，然后整体就很好看屏幕音效：屏幕音效正常，没有其他异常拍照效果：拍照效果很好，很清晰，1200w像素，夜间模式也可以运行速度：运行速度搭配A13和ios13，快到??，值得拥有待机时间：电池待机我觉得不是很理想，但苹果就这样了
14019382773,phone,201,2020-04-10 21:18:07,0,0,5,昨晚手机摔坏了，于是就买了一个，发货速度快，手机用着很好，满意！
14047847241,phone,201,2020-04-18 10:54:04,0,0,5,外形外观：看上去挺不错的屏幕音效：可以拍照效果：十分的不错运行速度：挺快的，比之前的八快多了待机时间：整整使用一天都没什么问题其他特色：有了人脸解锁和无线充电的功能京东的速度没得说，十分的快，晚上下单，早上很早就送过来了，快递小哥十分的有礼貌，很热情，五星好评
14081485616,phone,0,2020-04-26 17:29:29,0,0,5,很好很喜欢一直想换手机一直用苹果没啥想的直接入纠结买max和这个买新不买旧
14083588143,phone,201,2020-04-27 09:52:11,0,0,5,外形外观：漂亮，屏幕音效：可以说最舒服的屏幕拍照效果：比菊花真实运行速度：速度很快待机时间：正常时间其他特色：菊花牛屁太多
14032018165,phone,0,2020-04-14 09:41:24,0,0,5,外形外观：超级喜欢，很清新的黄色屏幕音效：非常高拍照效果：感觉很棒待机时间：比之前的手机长其他特色：很多年后第一次在京东买东西，速度真的很满意
14052516995,phone,201,2020-04-19 13:07:57,0,0,5,运行速度：不错拍照效果：不错外形外观：好看。想买这款很久了，终于到手，初体验还是很不错的，希望后续可以一如既往的好
14066102425,phone,201,2020-04-22 18:20:11,0,0,5,外形外观：手感超级好拍照效果：杠杠的运行速度：非常6屏幕音效：日常使用看不出与OLED屏幕的区别
13859650629,phone,201,2020-03-01 16:09:32,0,0,5,相当满意，**就系数码购买首选，冇得弹~品质，物流应为一哥了！手机即开，克隆旧手机，爽！
14032460525,phone,201,2020-04-14 11:26:58,0,0,5,选手机颜色的时候，为了避免撞色，选了红色。到手后发现红色笔想象中好看很多，颜色很特别，非常适合女生，没买的人真的是走宝啦！我是一个经常拍照的人，11的人像模式有各种光线模式，自然光，轮廓光等等，拍出来的照片质感很强。整体来说值得入手。
14088082856,phone,0,2020-04-28 11:51:51,0,0,5,外形外观：好看屏幕音效：无敌拍照效果：好运行速度：快待机时间：长其他特色：价格实惠，做工无可挑剔
14070530991,phone,201,2020-04-23 20:41:15,0,0,5,京东买的手机很喜欢很放心物流也很快。。外观时上大方很好看，远行飞常快。。电池待机时间长了。拍照很好
14067119695,phone,201,2020-04-22 22:49:17,0,0,5,做工很好！显示细腻！没有失望！反应快速！新机都这样！电池还算耐用！
14032345696,phone,0,2020-04-14 11:00:41,0,3,5,在犹豫是小白还是小紫的一段时间，看到我喜欢的up选的小紫!美女也要?最后选了颜值担当小紫??我这个颜?真的爱了。。。提名表扬京东物料好快。。。
14087597500,phone,201,2020-04-28 09:59:36,0,0,5,外形外观：颜值很高，不大不小，刚刚好。屏幕音效：一如既往的细腻。拍照效果：中规中矩，还原度好。运行速度：不输990待机时间：一天也够用其他特色：现阶段性价比最高的苹果手机
14051557212,phone,201,2020-04-19 09:27:20,0,0,5,屏幕音效：显示效果细腻拍照效果：自拍效果好，运行速度：速度快，游戏加载速度快外形外观：绿色很骚气
13525068200,phone,201,2019-11-26 15:19:39,0,1,5,外形外观：苹果引领潮流，红色的很喜庆，双十一力度不大但也能接受，京东自营购买放心。待机时间：可以，苹果值得信赖，屏幕音效：非常好，对眼睛也比较好，护眼。拍照效果：然没有太惊艳，还是可以接受的，保值率高的价格也能接受。运行速度：稳定，没让消费者失望，希望能多用个几年。其他特色：包装双十一提前买的，还能接受，整体物流好评吧，毕竟手机完好，以后慢慢追评
14061651212,phone,201,2020-04-21 16:27:37,0,1,5,挺好的，京东还是非常让人放心的。手机没什么毛病，体验一段时间再考虑是否追评。至于说边缝能插纸什么的，别来抬杠?顺便说一句，黑边是真的宽啊，比我的iPhone8还宽。。。。
14019011232,phone,0,2020-04-10 19:40:46,0,0,5,第N台IPHONE了，主要喺用习惯了苹果的系统，比起上两年买IPHONEX的时候呢个机型性价比的错很不错，这才活动还降价了500，第二天就送到，总体很满意。
14025852571,phone,201,2020-04-12 16:10:58,0,2,5,因为之前的手机摄像头被我摔坏了，所以买的这个。京东物流非常给力，对于贵重物品取货也很谨慎还要发送验证码，非常满意。用之前的苹果手机靠近新手机直接自动复制粘贴所有程序和照片，这个功能好恐怖，让我依赖苹果产品
14074131483,phone,201,2020-04-24 19:43:55,0,0,5,外形外观：漂亮好看屏幕音效：好看，大气拍照效果：好看运行速度：很好待机时间：一天充一次其他特色：哈哈哈哈哈哈哈哈哈哈好
14019249798,phone,201,2020-04-10 20:42:48,0,0,5,本来想买黑色的，奈何一直没货！只好买了红色的，没想到拿到手机红色很惊艳很漂亮，让我非常意外！
14068322828,phone,201,2020-04-23 11:08:14,0,0,5,苹果的品质不用多说了吧，手感舒服，而且屏幕的触摸使用手感也很棒，价格也能接受，总之很满意！
14027440029,phone,201,2020-04-12 23:34:14,0,0,5,一直都想买的手机?，现在终于降价了，赶快入手啦！应该是正品颜色很好看，很喜欢。推荐大家购买。外形外观：很赞
14042305492,phone,201,2020-04-16 20:33:02,0,0,5,很流畅，很好的手机，用着很好，完美过渡。给力。
14027920087,phone,201,2020-04-13 08:41:53,0,0,5,苹果系统很流畅。反应特别快，用几年都不会卡，用了那么多手机就苹果系统最安逸。打游戏也好，听歌也好。都很给力，
14028063601,phone,0,2020-04-13 09:25:12,0,0,5,外形外观：外观丑，屏幕音效：好拍照效果：好运行速度：好待机时间：好其他特色：操作太复杂
14059841797,phone,103,2020-04-21 09:14:52,0,0,5,11果然是真香机，原来一直舍不得h键，现在觉得全屏手机超好用！哈哈哈哈哈哈哈哈哈哈哈
14081154045,phone,201,2020-04-26 16:03:36,0,0,5,iPhone11搭载A13仿生处理器，这颗芯片目前在单双核跑分都直接碾压骁龙855、麒麟990等安卓主流SOC，可以看得出消费者对于苹果硬件的能力都保持乐观态度，还有网友表示，最新的IOS13系统新增暗黑主题模式，进一步优化省电，针对游戏进行专门的适配，整体的稳定性不存在太多可挑剔的地方，苹果的整合能力十分强，流畅使用两至三年不成问题。
14051781730,phone,201,2020-04-19 10:23:06,0,0,5,待机时间：新机待机可以，过段时间都不能想像，iPhone也一直都这样，习惯了。外形外观：好看，白色很上手，手机壳也更好配。屏幕音效：音效很好，毕竟是双喇叭的。拍照效果：很清晰，真实，难怪没人敢用iPhone原相机自拍。运行速度：非常流畅，无卡顿，响应速度也非常快
14037845357,phone,201,2020-04-15 17:57:06,0,1,5,手机包装很好无破损，物流也快，*就是括号内纯数字领娶、手感特别好手机外观漂亮，款式好看，质量很好，正品，做工精致，屏幕细腻够大很清晰，色彩饱和度很不错，照相不错，很漂亮，音质也很棒，系统功能强大，运行速度很快，看电影听音乐都很给力，非常享受，操作简单，内存也足够。使用了一段时间的感受是充电一天一充，电池还是很耐用的，就是充电比较慢，不是比较是非常慢，充电的时间大概一上午，拍照发黄，但是拍出来的照片还不错，性价比超高的一款手机吧，还有一点就是打字这一块还不太适应，其他感觉良好。性价比蛮高的，而且价格还实惠便宜，很划算。就日常使用来说真的很好用，电池的续航能力也特别好～在收货之前各种怕玻璃后盖破碎啥的，但是收到快递打开来的时候很完美，也没有瑕疵！是真香机！支持，超喜欢！！！
14032101967,phone,0,2020-04-14 10:03:11,0,1,5,黑色款耐看，我三月二号下单三月三号下午到货，物流真的佩服京东，也一直在京东购物的一个原因，性子急没办法，手机黑色128G用了一个月手感好很流畅性价比还算好建议买来新手机要戴套我的摔了几次了总之买它就爱他吧
13889055761,phone,203,2020-03-08 14:50:41,1,1,5,颜色很好看，很有质感，手感我不错，用着速度还行，大小刚合适。充电速度也快，不用等太久，这个手机总体说还不错。加上优惠满减，还能优惠几百电话费，3.8是个不错的节日，搞的活动也不错，还买了手机壳，超薄的。手机膜。
14031588853,phone,103,2020-04-14 06:54:09,0,1,5,运行速度：很快，新款的速度果然不一样拍照效果：夜晚的效果比上一代好多了屏幕音效：可以，很清晰其他特色：很好用，音效很好
13906190383,phone,201,2020-03-12 14:13:41,5,15,5,外形外观：好看，拿手里很舒服屏幕音效：两个口声音口，无敌。拍照效果：夜景效果也好，拍照比之前的6s好多了。运行速度：13当然是无敌了，打开软件速度很快待机时间：我经常玩，用一天没有问题。再也不拿着一个充电宝到处跑了，总体来说还是很满意的，原本打算开学买的，现在等不急了。就下手了:)其他特色：不错
13836522810,phone,201,2020-02-24 20:21:01,0,3,5,运行速度：很快！流畅，比我的7p快多啦！拍照效果：真棒！待机时间：等待试后追评！屏幕音效：音效不错外形外观：我很喜欢，尤其是紫色最爱！
14044691241,phone,0,2020-04-17 13:54:27,0,0,5,外形外观：6.3寸真的好大&hellip;&hellip;后背玻璃面千万得配壳！突出的摄像头设计放不平&hellip;&hellip;拿到立刻贴膜买壳去了屏幕音效：屏幕显示挺好的，不愧是LCD顶配！拍照效果：感觉没有特别惊艳&hellip;&hellip;尤其人像模式那个景深效果一言难尽&hellip;&hellip;普通拍照还好。没有滤镜了好不习惯&hellip;&hellip;运行速度：速度很快，这个不错待机时间：待机时间很长，比7好很多
14045281482,phone,103,2020-04-17 16:28:12,2,1,5,运行速度：很快，没有评论说的老闪退啥的拍照效果：超级清楚待机时间：打游戏和用其他软件我差不多一天一充外形外观：紫色真的很漂亮第一次在京东上买手机感觉很好
13368739442,phone,0,2019-10-25 18:52:22,1,0,5,外形外观：很喜欢屏幕音效：声音很大，比X好运行速度：很快，和x比，比X快拍照效果：对本人不是很重要待机时间：电池续航时间给力，很土的就是5w的充电头，很服&hellip;&hellip;其他特色：还有就是说一下黑粉，什么发热了，鬼影了，用过11吗？看2个小时电影不热，用了一个月了，真的没有依据的话不要乱说&hellip;&hellip;
14057901269,phone,0,2020-04-20 17:56:01,0,1,5,外形外观：炒好看紫色屏幕音效：音效很棒拍照效果：嗯很好运行速度：比安卓快多了待机时间：充电一分钟游戏一小时?其他特色：就是苹果手机信号不太喜欢、希望苹果12信号会变好到时再换12
13807356677,phone,201,2020-02-16 16:59:13,9,11,5,外形外观：京东的速度，京东的价格，没的说的。快递小哥更牛，保护自己也保护客户，戴口罩，非常时期我们间保持一定的距离，距离产生了美。谢京东小哥。手机美观大方，送老婆的，非常时期，宅在家里，买一部非常好。屏幕音效：效果杠杠的拍照效果：1200万像素超广角运行速度：A13仿生第三代，没有比较就没有伤害。待机时间：长达10多小时，满足一天。开。心。其他特色：性价比高，4G，过渡一下。
14027448655,phone,203,2020-04-12 23:38:05,0,0,5,外形外观：很漂亮屏幕音效：音效有点震耳朵拍照效果：没的说运行速度：相当快待机时间：电池充了4次电，已经耗损1％了其他特色：黑色真好看
14074543901,phone,201,2020-04-24 21:34:22,0,0,5,外形外观：大小适中，手感很好，还是一如既往！屏幕音效：屏幕音效也很不错，相比于之前也有很大提升。拍照效果：照效果一直相信苹果原相机，处理的很好。运行速度：运行速度一如既往地便捷迅速。待机时间：机时间长。其他特色：很好用，价钱也便宜了很多。
14032741932,phone,201,2020-04-14 12:37:30,0,0,5,外形外观：漂亮待机时间：待用一段再说屏幕音效：好运行速度：快拍照效果：清晰美丽其他特色：功能强大、眼花缭乱！
13977843887,phone,0,2020-03-31 09:28:53,1,1,5,看了各方网友的评论以后买手机我感觉我挺慌张的，拿到手机后第一件事就是验机！好在新机没有任何问题！！！从小7跨到11，我觉得真香～
14025875866,phone,201,2020-04-12 16:17:02,1,0,5,在用机XR，准备给儿子，苹果11升级了A13芯片，内存，电池容量，摄像，物美价廉，钢钢滴
14053223251,phone,201,2020-04-19 16:00:47,0,0,5,应该是正品，运行速度很快，可以和旧机直接完成数据对接，非常方便。拍照效果也不错！
